"Giving_Team","Receiving_Team","Same.School","Flair_1_Points","Flair_2_Points","Total_Points_Given"
"Liberty","Tulsa",FALSE,NA,0.334,0.334
"Liberty","UAB",FALSE,NA,NA,0
"Liberty","UCF",FALSE,1,NA,1
"Liberty","UCLA",FALSE,NA,0.334,0.334
"Liberty","UNLV",FALSE,NA,NA,0
"Liberty","USC",FALSE,0.666,NA,0.666
"Liberty","USF",FALSE,NA,NA,0
"Liberty","UTEP",FALSE,NA,NA,0
"Liberty","UTSA",FALSE,NA,NA,0
"Liberty","Utah",FALSE,1,NA,1
"Liberty","Utah State",FALSE,NA,NA,0
"Liberty","Vanderbilt",FALSE,NA,NA,0
"Liberty","Virginia",FALSE,5.33,NA,5.33
"Liberty","Virginia Tech",FALSE,4.666,NA,4.666
"Liberty","Wake Forest",FALSE,1,NA,1
"Liberty","Washington",FALSE,NA,NA,0
"Liberty","Washington State",FALSE,NA,0.334,0.334
"Liberty","West Virginia",FALSE,NA,1.336,1.336
"Liberty","Western Kentucky",FALSE,NA,NA,0
"Liberty","Western Michigan",FALSE,NA,0.334,0.334
"Liberty","Wisconsin",FALSE,1.666,NA,1.666
"Liberty","Wyoming",FALSE,NA,NA,0
"Louisiana Monroe","Air Force",FALSE,NA,NA,0
"Louisiana Monroe","Akron",FALSE,NA,NA,0
"Louisiana Monroe","Alabama",FALSE,3.33,1.002,4.332
"Louisiana Monroe","Appalachian State",FALSE,1.332,NA,1.332
"Louisiana Monroe","Arizona",FALSE,NA,NA,0
"Louisiana Monroe","Arizona State",FALSE,NA,NA,0
"Louisiana Monroe","Arkansas",FALSE,0.666,NA,0.666
"Louisiana Monroe","Arkansas State",FALSE,4.662,NA,4.662
"Louisiana Monroe","Army",FALSE,NA,NA,0
"Louisiana Monroe","Auburn",FALSE,1.332,0.668,2
"Louisiana Monroe","BYU",FALSE,NA,NA,0
"Louisiana Monroe","Ball State",FALSE,NA,NA,0
"Louisiana Monroe","Baylor",FALSE,1.332,NA,1.332
"Louisiana Monroe","Boise State",FALSE,NA,NA,0
"Louisiana Monroe","Boston College",FALSE,1.332,NA,1.332
"Louisiana Monroe","Bowling Green",FALSE,NA,NA,0
"Louisiana Monroe","Buffalo",FALSE,0.666,NA,0.666
"Louisiana Monroe","California",FALSE,NA,NA,0
"Louisiana Monroe","Central Michigan",FALSE,NA,NA,0
"Louisiana Monroe","Charlotte",FALSE,NA,NA,0
"Louisiana Monroe","Cincinnati",FALSE,NA,NA,0
"Louisiana Monroe","Clemson",FALSE,1.332,NA,1.332
"Louisiana Monroe","Coastal Carolina",FALSE,1.998,0.334,2.332
"Louisiana Monroe","Colorado",FALSE,NA,NA,0
"Louisiana Monroe","Colorado State",FALSE,NA,NA,0
"Louisiana Monroe","Connecticut",FALSE,NA,NA,0
"Louisiana Monroe","Duke",FALSE,NA,NA,0
"Louisiana Monroe","East Carolina",FALSE,NA,NA,0
"Louisiana Monroe","Eastern Michigan",FALSE,NA,NA,0
"Louisiana Monroe","FIU",FALSE,NA,NA,0
"Louisiana Monroe","Florida",FALSE,NA,NA,0
"Louisiana Monroe","Florida Atlantic",FALSE,NA,NA,0
"Louisiana Monroe","Florida State",FALSE,NA,NA,0
"Louisiana Monroe","Fresno State",FALSE,NA,NA,0
"Louisiana Monroe","Georgia",FALSE,2.664,0.668,3.332
"Louisiana Monroe","Georgia Southern",FALSE,9.324,0.668,9.992
"Louisiana Monroe","Georgia State",FALSE,1.332,NA,1.332
"Louisiana Monroe","Georgia Tech",FALSE,NA,NA,0
"Louisiana Monroe","Hawai'i",FALSE,NA,NA,0
"Louisiana Monroe","Houston",FALSE,NA,NA,0
"Louisiana Monroe","Illinois",FALSE,NA,NA,0
"Louisiana Monroe","Indiana",FALSE,0.666,NA,0.666
"Louisiana Monroe","Iowa",FALSE,NA,NA,0
"Louisiana Monroe","Iowa State",FALSE,0.666,0.334,1
"Louisiana Monroe","Kansas",FALSE,1.332,NA,1.332
"Louisiana Monroe","Kansas State",FALSE,NA,NA,0
"Louisiana Monroe","Kent State",FALSE,NA,NA,0
"Louisiana Monroe","Kentucky",FALSE,0.666,NA,0.666
"Louisiana Monroe","LSU",FALSE,6.328,2.338,8.666
"Louisiana Monroe","Liberty",FALSE,NA,NA,0
"Louisiana Monroe","Louisiana Monroe",TRUE,0.666,0.334,1
"Louisiana Monroe","Louisiana Tech",FALSE,3.996,NA,3.996
"Louisiana Monroe","Louisiana-Lafayette",FALSE,NA,0.334,0.334
"Louisiana Monroe","Louisville",FALSE,NA,NA,0
"Louisiana Monroe","Marshall",FALSE,NA,NA,0
"Louisiana Monroe","Maryland",FALSE,NA,NA,0
"Louisiana Monroe","Memphis",FALSE,0.666,NA,0.666
"Louisiana Monroe","Miami",FALSE,1.332,0.668,2
"Louisiana Monroe","Miami (OH)",FALSE,0.666,NA,0.666
"Louisiana Monroe","Michigan",FALSE,NA,0.334,0.334
"Louisiana Monroe","Michigan State",FALSE,1.998,0.334,2.332
"Louisiana Monroe","Middle Tennessee",FALSE,NA,NA,0
"Louisiana Monroe","Minnesota",FALSE,0.666,NA,0.666
"Louisiana Monroe","Mississippi State",FALSE,0.666,0.334,1
"Louisiana Monroe","Missouri",FALSE,NA,NA,0
"Louisiana Monroe","NC State",FALSE,NA,NA,0
"Louisiana Monroe","Navy",FALSE,0.666,NA,0.666
"Louisiana Monroe","Nebraska",FALSE,1.332,0.334,1.666
"Louisiana Monroe","Nevada",FALSE,NA,NA,0
"Louisiana Monroe","New Mexico",FALSE,NA,NA,0
"Louisiana Monroe","New Mexico State",FALSE,NA,NA,0
"Louisiana Monroe","North Carolina",FALSE,NA,NA,0
"Louisiana Monroe","North Texas",FALSE,NA,NA,0
"Louisiana Monroe","Northern Illinois",FALSE,NA,NA,0
"Louisiana Monroe","Northwestern",FALSE,1.998,NA,1.998
"Louisiana Monroe","Notre Dame",FALSE,1.332,0.334,1.666
"Louisiana Monroe","Ohio",FALSE,1.332,0.334,1.666
"Louisiana Monroe","Ohio State",FALSE,1.998,0.334,2.332
"Louisiana Monroe","Oklahoma",FALSE,NA,1.336,1.336
"Louisiana Monroe","Oklahoma State",FALSE,NA,0.334,0.334
"Louisiana Monroe","Old Dominion",FALSE,NA,NA,0
"Louisiana Monroe","Ole Miss",FALSE,3.996,0.334,4.33
"Louisiana Monroe","Oregon",FALSE,NA,NA,0
"Louisiana Monroe","Oregon State",FALSE,NA,NA,0
"Louisiana Monroe","Penn State",FALSE,0.666,NA,0.666
"Louisiana Monroe","Pittsburgh",FALSE,0.666,NA,0.666
"Louisiana Monroe","Purdue",FALSE,1,NA,1
"Louisiana Monroe","Rice",FALSE,1.666,NA,1.666
"Louisiana Monroe","Rutgers",FALSE,1.332,NA,1.332
"Louisiana Monroe","SMU",FALSE,0.666,NA,0.666
"Louisiana Monroe","San Diego State",FALSE,NA,NA,0
"Louisiana Monroe","San Jose State",FALSE,NA,NA,0
"Louisiana Monroe","South Alabama",FALSE,3.33,NA,3.33
"Louisiana Monroe","South Carolina",FALSE,NA,NA,0
"Louisiana Monroe","Southern Miss",FALSE,2.664,0.334,2.998
"Louisiana Monroe","Stanford",FALSE,0.666,NA,0.666
"Louisiana Monroe","Syracuse",FALSE,NA,NA,0
"Louisiana Monroe","TCU",FALSE,NA,0.668,0.668
"Louisiana Monroe","Temple",FALSE,NA,NA,0
"Louisiana Monroe","Tennessee",FALSE,0.666,NA,0.666
"Louisiana Monroe","Texas",FALSE,NA,1.67,1.67
"Louisiana Monroe","Texas A&M",FALSE,2.998,0.668,3.666
"Louisiana Monroe","Texas State",FALSE,1.998,NA,1.998
"Louisiana Monroe","Texas Tech",FALSE,NA,0.668,0.668
"Louisiana Monroe","Toledo",FALSE,NA,NA,0
"Louisiana Monroe","Troy",FALSE,1.332,NA,1.332
"Louisiana Monroe","Tulane",FALSE,1.332,NA,1.332
"Louisiana Monroe","Tulsa",FALSE,0.666,NA,0.666
"Louisiana Monroe","UAB",FALSE,0.666,NA,0.666
"Louisiana Monroe","UCF",FALSE,1.332,0.668,2
"Louisiana Monroe","UCLA",FALSE,NA,NA,0
"Louisiana Monroe","UNLV",FALSE,NA,NA,0
"Louisiana Monroe","USC",FALSE,NA,NA,0
"Louisiana Monroe","USF",FALSE,NA,0.334,0.334
"Louisiana Monroe","UTEP",FALSE,NA,NA,0
"Louisiana Monroe","UTSA",FALSE,NA,NA,0
"Louisiana Monroe","Utah",FALSE,NA,NA,0
"Louisiana Monroe","Utah State",FALSE,NA,NA,0
"Louisiana Monroe","Vanderbilt",FALSE,NA,NA,0
"Louisiana Monroe","Virginia",FALSE,NA,NA,0
"Louisiana Monroe","Virginia Tech",FALSE,NA,NA,0
"Louisiana Monroe","Wake Forest",FALSE,0.666,NA,0.666
"Louisiana Monroe","Washington",FALSE,NA,NA,0
"Louisiana Monroe","Washington State",FALSE,NA,NA,0
"Louisiana Monroe","West Virginia",FALSE,2.664,0.668,3.332
"Louisiana Monroe","Western Kentucky",FALSE,NA,NA,0
"Louisiana Monroe","Western Michigan",FALSE,NA,NA,0
"Louisiana Monroe","Wisconsin",FALSE,NA,NA,0
"Louisiana Monroe","Wyoming",FALSE,0.666,0.334,1
"Louisiana Tech","Air Force",FALSE,NA,NA,0
"Louisiana Tech","Akron",FALSE,NA,NA,0
"Louisiana Tech","Alabama",FALSE,10.658,2.338,12.996
"Louisiana Tech","Appalachian State",FALSE,1.998,0.668,2.666
"Louisiana Tech","Arizona",FALSE,NA,NA,0
"Louisiana Tech","Arizona State",FALSE,1.666,NA,1.666
"Louisiana Tech","Arkansas",FALSE,2.666,NA,2.666
"Louisiana Tech","Arkansas State",FALSE,2.332,0.334,2.666
"Louisiana Tech","Army",FALSE,NA,NA,0
"Louisiana Tech","Auburn",FALSE,4.664,1.002,5.666
"Louisiana Tech","BYU",FALSE,NA,0.668,0.668
"Louisiana Tech","Ball State",FALSE,NA,NA,0
"Louisiana Tech","Baylor",FALSE,1,0.334,1.334
"Louisiana Tech","Boise State",FALSE,1.332,0.334,1.666
"Louisiana Tech","Boston College",FALSE,NA,0.334,0.334
"Louisiana Tech","Bowling Green",FALSE,NA,NA,0
"Louisiana Tech","Buffalo",FALSE,NA,NA,0
"Louisiana Tech","California",FALSE,2.332,NA,2.332
"Louisiana Tech","Central Michigan",FALSE,14.652,0.668,15.32
"Louisiana Tech","Charlotte",FALSE,NA,NA,0
"Louisiana Tech","Cincinnati",FALSE,0.666,NA,0.666
"Louisiana Tech","Clemson",FALSE,0.666,1.336,2.002
"Louisiana Tech","Coastal Carolina",FALSE,NA,1.336,1.336
"Louisiana Tech","Colorado",FALSE,NA,0.334,0.334
"Louisiana Tech","Colorado State",FALSE,NA,0.334,0.334
"Louisiana Tech","Connecticut",FALSE,NA,0.334,0.334
"Louisiana Tech","Duke",FALSE,3,0.668,3.668
"Louisiana Tech","East Carolina",FALSE,NA,NA,0
"Louisiana Tech","Eastern Michigan",FALSE,NA,NA,0
"Louisiana Tech","FIU",FALSE,1,NA,1
"Louisiana Tech","Florida",FALSE,1.666,NA,1.666
"Louisiana Tech","Florida Atlantic",FALSE,NA,NA,0
"Louisiana Tech","Florida State",FALSE,1,NA,1
"Louisiana Tech","Fresno State",FALSE,NA,0.334,0.334
"Louisiana Tech","Georgia",FALSE,4.332,0.334,4.666
"Louisiana Tech","Georgia Southern",FALSE,NA,NA,0
"Louisiana Tech","Georgia State",FALSE,NA,NA,0
"Louisiana Tech","Georgia Tech",FALSE,NA,1.002,1.002
"Louisiana Tech","Hawai'i",FALSE,NA,NA,0
"Louisiana Tech","Houston",FALSE,1.666,1.336,3.002
"Louisiana Tech","Illinois",FALSE,NA,3.006,3.006
"Louisiana Tech","Indiana",FALSE,NA,NA,0
"Louisiana Tech","Iowa",FALSE,NA,NA,0
"Louisiana Tech","Iowa State",FALSE,2,0.668,2.668
"Louisiana Tech","Kansas",FALSE,1,0.334,1.334
"Louisiana Tech","Kansas State",FALSE,1,1.002,2.002
"Louisiana Tech","Kent State",FALSE,NA,NA,0
"Louisiana Tech","Kentucky",FALSE,3.332,0.334,3.666
"Louisiana Tech","LSU",FALSE,19.99,9.352,29.342
"Louisiana Tech","Liberty",FALSE,NA,NA,0
"Louisiana Tech","Louisiana Monroe",FALSE,NA,NA,0
"Louisiana Tech","Louisiana Tech",TRUE,103.634,4.342,107.976
"Louisiana Tech","Louisiana-Lafayette",FALSE,NA,NA,0
"Louisiana Tech","Louisville",FALSE,4.662,NA,4.662
"Louisiana Tech","Marshall",FALSE,1,NA,1
"Louisiana Tech","Maryland",FALSE,1.666,NA,1.666
"Louisiana Tech","Memphis",FALSE,0.666,1.336,2.002
"Louisiana Tech","Miami",FALSE,2,3.674,5.674
"Louisiana Tech","Miami (OH)",FALSE,NA,NA,0
"Louisiana Tech","Michigan",FALSE,1,NA,1
"Louisiana Tech","Michigan State",FALSE,NA,0.334,0.334
"Louisiana Tech","Middle Tennessee",FALSE,2,NA,2
"Louisiana Tech","Minnesota",FALSE,NA,NA,0
"Louisiana Tech","Mississippi State",FALSE,14.33,1.002,15.332
"Louisiana Tech","Missouri",FALSE,4.662,NA,4.662
"Louisiana Tech","NC State",FALSE,NA,NA,0
"Louisiana Tech","Navy",FALSE,NA,NA,0
"Louisiana Tech","Nebraska",FALSE,1.332,NA,1.332
"Louisiana Tech","Nevada",FALSE,NA,NA,0
"Louisiana Tech","New Mexico",FALSE,NA,NA,0
"Louisiana Tech","New Mexico State",FALSE,NA,NA,0
"Louisiana Tech","North Carolina",FALSE,NA,NA,0
"Louisiana Tech","North Texas",FALSE,12.66,0.334,12.994
"Louisiana Tech","Northern Illinois",FALSE,NA,NA,0
"Louisiana Tech","Northwestern",FALSE,1,0.668,1.668
"Louisiana Tech","Notre Dame",FALSE,NA,NA,0
"Louisiana Tech","Ohio",FALSE,1.998,NA,1.998
"Louisiana Tech","Ohio State",FALSE,4.33,0.334,4.664
"Louisiana Tech","Oklahoma",FALSE,1.332,0.668,2
"Louisiana Tech","Oklahoma State",FALSE,0.666,2.672,3.338
"Louisiana Tech","Old Dominion",FALSE,NA,NA,0
"Louisiana Tech","Ole Miss",FALSE,4.332,1.67,6.002
"Louisiana Tech","Oregon",FALSE,NA,NA,0
"Louisiana Tech","Oregon State",FALSE,NA,NA,0
"Louisiana Tech","Penn State",FALSE,0.666,NA,0.666
"Louisiana Tech","Pittsburgh",FALSE,NA,NA,0
"Louisiana Tech","Purdue",FALSE,NA,1.002,1.002
"Louisiana Tech","Rice",FALSE,1.666,2.004,3.67
"Louisiana Tech","Rutgers",FALSE,1,NA,1
"Louisiana Tech","SMU",FALSE,16.66,3.34,20
"Louisiana Tech","San Diego State",FALSE,NA,NA,0
"Louisiana Tech","San Jose State",FALSE,NA,NA,0
"Louisiana Tech","South Alabama",FALSE,3.666,NA,3.666
"Louisiana Tech","South Carolina",FALSE,NA,2.004,2.004
"Louisiana Tech","Southern Miss",FALSE,4.666,NA,4.666
"Louisiana Tech","Stanford",FALSE,NA,NA,0
"Louisiana Tech","Syracuse",FALSE,1.998,0.334,2.332
"Louisiana Tech","TCU",FALSE,7.326,NA,7.326
"Louisiana Tech","Temple",FALSE,6,0.334,6.334
"Louisiana Tech","Tennessee",FALSE,1,0.334,1.334
"Louisiana Tech","Texas",FALSE,8.328,0.334,8.662
"Louisiana Tech","Texas A&M",FALSE,2.998,1.002,4
"Louisiana Tech","Texas State",FALSE,NA,NA,0
"Louisiana Tech","Texas Tech",FALSE,7.328,2.004,9.332
"Louisiana Tech","Toledo",FALSE,NA,NA,0
"Louisiana Tech","Troy",FALSE,NA,0.668,0.668
"Louisiana Tech","Tulane",FALSE,1,NA,1
"Louisiana Tech","Tulsa",FALSE,1,1.002,2.002
"Louisiana Tech","UAB",FALSE,13.996,NA,13.996
"Louisiana Tech","UCF",FALSE,3.666,0.334,4
"Louisiana Tech","UCLA",FALSE,0.666,NA,0.666
"Louisiana Tech","UNLV",FALSE,NA,NA,0
"Louisiana Tech","USC",FALSE,4.33,NA,4.33
"Louisiana Tech","USF",FALSE,1,8.016,9.016
"Louisiana Tech","UTEP",FALSE,3,NA,3
"Louisiana Tech","UTSA",FALSE,4.998,NA,4.998
"Louisiana Tech","Utah",FALSE,1,NA,1
"Louisiana Tech","Utah State",FALSE,1.332,0.334,1.666
"Louisiana Tech","Vanderbilt",FALSE,NA,NA,0
"Louisiana Tech","Virginia",FALSE,1,NA,1
"Louisiana Tech","Virginia Tech",FALSE,NA,0.668,0.668
"Louisiana Tech","Wake Forest",FALSE,5.33,0.334,5.664
"Louisiana Tech","Washington",FALSE,1.666,NA,1.666
"Louisiana Tech","Washington State",FALSE,1.666,0.334,2
"Louisiana Tech","West Virginia",FALSE,NA,0.334,0.334
"Louisiana Tech","Western Kentucky",FALSE,1.666,NA,1.666
"Louisiana Tech","Western Michigan",FALSE,NA,NA,0
"Louisiana Tech","Wisconsin",FALSE,1,NA,1
"Louisiana Tech","Wyoming",FALSE,14.652,1.002,15.654
"Louisiana-Lafayette","Air Force",FALSE,1,NA,1
"Louisiana-Lafayette","Akron",FALSE,NA,NA,0
"Louisiana-Lafayette","Alabama",FALSE,2.332,5.01,7.342
"Louisiana-Lafayette","Appalachian State",FALSE,22.33,0.668,22.998
"Louisiana-Lafayette","Arizona",FALSE,1,0.334,1.334
"Louisiana-Lafayette","Arizona State",FALSE,8.666,NA,8.666
"Louisiana-Lafayette","Arkansas",FALSE,1.666,0.334,2
"Louisiana-Lafayette","Arkansas State",FALSE,1.666,NA,1.666
"Louisiana-Lafayette","Army",FALSE,1,0.334,1.334
"Louisiana-Lafayette","Auburn",FALSE,2.332,15.03,17.362
"Louisiana-Lafayette","BYU",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Ball State",FALSE,NA,NA,0
"Louisiana-Lafayette","Baylor",FALSE,3.332,0.668,4
"Louisiana-Lafayette","Boise State",FALSE,NA,NA,0
"Louisiana-Lafayette","Boston College",FALSE,1,NA,1
"Louisiana-Lafayette","Bowling Green",FALSE,0.666,NA,0.666
"Louisiana-Lafayette","Buffalo",FALSE,2,0.334,2.334
"Louisiana-Lafayette","California",FALSE,1,0.334,1.334
"Louisiana-Lafayette","Central Michigan",FALSE,NA,NA,0
"Louisiana-Lafayette","Charlotte",FALSE,1,NA,1
"Louisiana-Lafayette","Cincinnati",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Clemson",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Coastal Carolina",FALSE,1,0.334,1.334
"Louisiana-Lafayette","Colorado",FALSE,NA,1.002,1.002
"Louisiana-Lafayette","Colorado State",FALSE,NA,NA,0
"Louisiana-Lafayette","Connecticut",FALSE,1,NA,1
"Louisiana-Lafayette","Duke",FALSE,0.666,0.668,1.334
"Louisiana-Lafayette","East Carolina",FALSE,NA,NA,0
"Louisiana-Lafayette","Eastern Michigan",FALSE,NA,NA,0
"Louisiana-Lafayette","FIU",FALSE,1,NA,1
"Louisiana-Lafayette","Florida",FALSE,NA,3.006,3.006
"Louisiana-Lafayette","Florida Atlantic",FALSE,0.666,NA,0.666
"Louisiana-Lafayette","Florida State",FALSE,2,0.334,2.334
"Louisiana-Lafayette","Fresno State",FALSE,1,NA,1
"Louisiana-Lafayette","Georgia",FALSE,0.666,4.008,4.674
"Louisiana-Lafayette","Georgia Southern",FALSE,1,0.334,1.334
"Louisiana-Lafayette","Georgia State",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Georgia Tech",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Hawai'i",FALSE,NA,NA,0
"Louisiana-Lafayette","Houston",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Illinois",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Indiana",FALSE,NA,NA,0
"Louisiana-Lafayette","Iowa",FALSE,1,NA,1
"Louisiana-Lafayette","Iowa State",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Kansas",FALSE,1,1.002,2.002
"Louisiana-Lafayette","Kansas State",FALSE,1.666,1.336,3.002
"Louisiana-Lafayette","Kent State",FALSE,2,0.334,2.334
"Louisiana-Lafayette","Kentucky",FALSE,NA,1.336,1.336
"Louisiana-Lafayette","LSU",FALSE,6.33,22.712,29.042
"Louisiana-Lafayette","Liberty",FALSE,2,NA,2
"Louisiana-Lafayette","Louisiana Monroe",FALSE,1,NA,1
"Louisiana-Lafayette","Louisiana Tech",FALSE,4,2.338,6.338
"Louisiana-Lafayette","Louisiana-Lafayette",TRUE,12.666,0.334,13
"Louisiana-Lafayette","Louisville",FALSE,0.666,0.668,1.334
"Louisiana-Lafayette","Marshall",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Maryland",FALSE,1,1.002,2.002
"Louisiana-Lafayette","Memphis",FALSE,2,0.668,2.668
"Louisiana-Lafayette","Miami",FALSE,1.666,4.008,5.674
"Louisiana-Lafayette","Miami (OH)",FALSE,0.666,NA,0.666
"Louisiana-Lafayette","Michigan",FALSE,NA,1.67,1.67
"Louisiana-Lafayette","Michigan State",FALSE,0.666,0.334,1
"Louisiana-Lafayette","Middle Tennessee",FALSE,NA,NA,0
"Louisiana-Lafayette","Minnesota",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Mississippi State",FALSE,3.998,4.676,8.674
"Louisiana-Lafayette","Missouri",FALSE,2,NA,2
"Louisiana-Lafayette","NC State",FALSE,1,NA,1
"Louisiana-Lafayette","Navy",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Nebraska",FALSE,1,0.668,1.668
"Louisiana-Lafayette","Nevada",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","New Mexico",FALSE,1,NA,1
"Louisiana-Lafayette","New Mexico State",FALSE,3.332,NA,3.332
"Louisiana-Lafayette","North Carolina",FALSE,1,0.334,1.334
"Louisiana-Lafayette","North Texas",FALSE,2,0.334,2.334
"Louisiana-Lafayette","Northern Illinois",FALSE,NA,NA,0
"Louisiana-Lafayette","Northwestern",FALSE,0.666,0.334,1
"Louisiana-Lafayette","Notre Dame",FALSE,1,0.668,1.668
"Louisiana-Lafayette","Ohio",FALSE,NA,NA,0
"Louisiana-Lafayette","Ohio State",FALSE,0.666,1.336,2.002
"Louisiana-Lafayette","Oklahoma",FALSE,1.666,1.002,2.668
"Louisiana-Lafayette","Oklahoma State",FALSE,NA,1.336,1.336
"Louisiana-Lafayette","Old Dominion",FALSE,2,NA,2
"Louisiana-Lafayette","Ole Miss",FALSE,1.666,6.68,8.346
"Louisiana-Lafayette","Oregon",FALSE,NA,NA,0
"Louisiana-Lafayette","Oregon State",FALSE,NA,NA,0
"Louisiana-Lafayette","Penn State",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Pittsburgh",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Purdue",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Rice",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Rutgers",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","SMU",FALSE,1.666,NA,1.666
"Louisiana-Lafayette","San Diego State",FALSE,1,NA,1
"Louisiana-Lafayette","San Jose State",FALSE,NA,NA,0
"Louisiana-Lafayette","South Alabama",FALSE,2.332,1.002,3.334
"Louisiana-Lafayette","South Carolina",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Southern Miss",FALSE,1.332,NA,1.332
"Louisiana-Lafayette","Stanford",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Syracuse",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","TCU",FALSE,1,0.668,1.668
"Louisiana-Lafayette","Temple",FALSE,NA,NA,0
"Louisiana-Lafayette","Tennessee",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Texas",FALSE,NA,1.67,1.67
"Louisiana-Lafayette","Texas A&M",FALSE,3.666,2.672,6.338
"Louisiana-Lafayette","Texas State",FALSE,3,0.334,3.334
"Louisiana-Lafayette","Texas Tech",FALSE,NA,1.002,1.002
"Louisiana-Lafayette","Toledo",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Troy",FALSE,2,1.336,3.336
"Louisiana-Lafayette","Tulane",FALSE,1.332,3.34,4.672
"Louisiana-Lafayette","Tulsa",FALSE,NA,NA,0
"Louisiana-Lafayette","UAB",FALSE,2,0.334,2.334
"Louisiana-Lafayette","UCF",FALSE,NA,1.336,1.336
"Louisiana-Lafayette","UCLA",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","UNLV",FALSE,NA,NA,0
"Louisiana-Lafayette","USC",FALSE,1,0.668,1.668
"Louisiana-Lafayette","USF",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","UTEP",FALSE,NA,NA,0
"Louisiana-Lafayette","UTSA",FALSE,2,NA,2
"Louisiana-Lafayette","Utah",FALSE,NA,NA,0
"Louisiana-Lafayette","Utah State",FALSE,2,0.334,2.334
"Louisiana-Lafayette","Vanderbilt",FALSE,NA,0.334,0.334
"Louisiana-Lafayette","Virginia",FALSE,NA,NA,0
"Louisiana-Lafayette","Virginia Tech",FALSE,2,0.334,2.334
"Louisiana-Lafayette","Wake Forest",FALSE,1,NA,1
"Louisiana-Lafayette","Washington",FALSE,1,NA,1
"Louisiana-Lafayette","Washington State",FALSE,2.332,NA,2.332
"Louisiana-Lafayette","West Virginia",FALSE,0.666,NA,0.666
"Louisiana-Lafayette","Western Kentucky",FALSE,NA,NA,0
"Louisiana-Lafayette","Western Michigan",FALSE,NA,NA,0
"Louisiana-Lafayette","Wisconsin",FALSE,NA,0.668,0.668
"Louisiana-Lafayette","Wyoming",FALSE,0.666,NA,0.666
"Louisville","Air Force",FALSE,NA,0.334,0.334
"Louisville","Akron",FALSE,1,0.334,1.334
"Louisville","Alabama",FALSE,4.998,5.678,10.676
"Louisville","Appalachian State",FALSE,16.662,2.672,19.334
"Louisville","Arizona",FALSE,3.666,1.336,5.002
"Louisville","Arizona State",FALSE,1,0.334,1.334
"Louisville","Arkansas",FALSE,2.998,1.336,4.334
"Louisville","Arkansas State",FALSE,1.332,1.002,2.334
"Louisville","Army",FALSE,11,0.668,11.668
"Louisville","Auburn",FALSE,3,8.016,11.016
"Louisville","BYU",FALSE,0.666,1.002,1.668
"Louisville","Ball State",FALSE,2.332,3.006,5.338
"Louisville","Baylor",FALSE,2.666,2.338,5.004
"Louisville","Boise State",FALSE,3,3.006,6.006
"Louisville","Boston College",FALSE,147.636,6.012,153.648
"Louisville","Bowling Green",FALSE,4.666,0.668,5.334
"Louisville","Buffalo",FALSE,1,2.672,3.672
"Louisville","California",FALSE,NA,0.668,0.668
"Louisville","Central Michigan",FALSE,6.332,2.338,8.67
"Louisville","Charlotte",FALSE,2.666,0.334,3
"Louisville","Cincinnati",FALSE,7.666,1.002,8.668
"Louisville","Clemson",FALSE,67.32,9.686,77.006
"Louisville","Coastal Carolina",FALSE,NA,NA,0
"Louisville","Colorado",FALSE,2,0.668,2.668
"Louisville","Colorado State",FALSE,1,NA,1
"Louisville","Connecticut",FALSE,2.332,NA,2.332
"Louisville","Duke",FALSE,NA,4.008,4.008
"Louisville","East Carolina",FALSE,NA,NA,0
"Louisville","Eastern Michigan",FALSE,1,1.336,2.336
"Louisville","FIU",FALSE,0.666,0.334,1
"Louisville","Florida",FALSE,8,6.012,14.012
"Louisville","Florida Atlantic",FALSE,NA,NA,0
"Louisville","Florida State",FALSE,61.658,17.034,78.692
"Louisville","Fresno State",FALSE,2,5.01,7.01
"Louisville","Georgia",FALSE,5.664,2.672,8.336
"Louisville","Georgia Southern",FALSE,NA,0.334,0.334
"Louisville","Georgia State",FALSE,10.656,1.002,11.658
"Louisville","Georgia Tech",FALSE,42.322,1.67,43.992
"Louisville","Hawai'i",FALSE,NA,0.334,0.334
